"","country","national_population","national_population_ref_year","school_aged_population","school_aged_population_ref_year","per_capita_gni","per_capita_gni_ref_year","isced_6_enrollment","isced_6_ref_year","isced_7_enrollment","isced_7_ref_year","isced_8_enrollment","isced_8_ref_year","university_enrollment","proportion_school_aged","proportion_school_aged_enrolled","baseline_per_capita_kg_co2e","baseline_adjusted_per_capita_kg_co2e","baseline_oecd_per_capita_kg_co2e","meatless_day_per_capita_kg_co2e","low_red_meat_per_capita_kg_co2e","no_red_meat_per_capita_kg_co2e","no_dairy_per_capita_kg_co2e","pescetarian_per_capita_kg_co2e","lacto_ovo_vegetarian_per_capita_kg_co2e","eat_lancet_per_capita_kg_co2e","two_thirds_vegan_per_capita_kg_co2e","vegan_per_capita_kg_co2e","baseline_population_kg_co2e","baseline_adjusted_population_kg_co2e","baseline_oecd_population_kg_co2e","meatless_day_population_kg_co2e","low_red_meat_population_kg_co2e","no_red_meat_population_kg_co2e","no_dairy_population_kg_co2e","pescetarian_population_kg_co2e","lacto_ovo_vegetarian_population_kg_co2e","eat_lancet_population_kg_co2e","two_thirds_vegan_population_kg_co2e","vegan_population_kg_co2e","baseline_adjusted_population_reduction_kg_co2e","baseline_oecd_population_reduction_kg_co2e","meatless_day_population_reduction_kg_co2e","low_red_meat_population_reduction_kg_co2e","no_red_meat_day_population_reduction_kg_co2e","no_dairy_population_reduction_kg_co2e","pescetarian_population_reduction_kg_co2e","lacto_ovo_vegetarian_population_reduction_kg_co2e","eat_lancet_population_reduction_kg_co2e","two_thirds_vegan_population_reduction_kg_co2e","vegan_population_reduction_kg_co2e","baseline_adjusted_population_percent_reduction_kg_co2e","baseline_oecd_population_percent_reduction_kg_co2e","meatless_day_population_percent_reduction_kg_co2e","low_red_meat_population_percent_reduction_kg_co2e","no_red_meat_day_population_percent_reduction_kg_co2e","no_dairy_population_percent_reduction_kg_co2e","pescetarian_population_percent_reduction_kg_co2e","lacto_ovo_vegetarian_population_percent_reduction_kg_co2e","eat_lancet_population_percent_reduction_kg_co2e","two_thirds_vegan_population_percent_reduction_kg_co2e","vegan_population_percent_reduction_kg_co2e"
"31","Czechia",10629000,2019,515983,2018,20240,2018,193614,2018,111986,2018,22457,2018,328057,0.0485448301815787,0.635790326425483,1146.23290787116,1191.83049998757,1479.93205284221,1166.99996583876,1080.24159109034,913.007072959617,860.466828221824,801.708736465108,1018.08072798647,509.27,576.876424622285,269.416534460207,376029729.057488,390988338.334422,485502069.459258,382842507.793167,354380815.648324,299518361.333913,282282166.265967,263006162.958534,333988509.381058,167069588.39,189248349.232313,88383980.0454121,-14958609.2769346,-109472340.40177,-6812778.73567975,21648913.4091634,76511367.7235746,93747562.7915207,113023566.098954,42041219.6764298,208960140.667488,186781379.825175,287645749.012076,-0.0397803900091306,-0.291126823073698,-0.0181176598795948,0.0575723453127657,0.203471592300292,0.249308912426944,0.30057082556277,0.11180291457754,0.555701117545261,0.49671971493674,0.764954807517626
"32","Denmark",5818000,2019,382964,2018,60140,2018,195846,2018,70048,2018,9437,2018,275331,0.0658239944998281,0.718947472869513,1770.73167750726,1637.18551677838,1610.76146099126,1530.4715002486,1487.76837231244,1018.38613983086,1196.11540228706,942.98414413501,890.187401069894,583.68,774.241711302382,342.767360315748,487537323.499752,450767925.520108,443492563.816186,421386248.634946,409628753.717155,280393274.265769,329327649.827098,259632767.388837,245096187.323975,160705198.08,213172744.614596,94374480.0830952,36769397.9796444,44044759.6835666,66151074.8648063,77908569.7825968,207144049.233983,158209673.672654,227904556.110916,242441136.175777,326832125.419752,274364578.885156,393162843.416657,0.0754186319843123,0.090341308368751,0.135684124427532,0.159800216367714,0.424878341102203,0.324507819292597,0.467460736082561,0.49727707908685,0.670373548169832,0.562756050994515,0.806426143119393
"33","Ecuador",17374000,2019,1516470,2016,6110,2018,567854,2016,21911,2016,315,2016,590080,0.0872838724530908,0.3891141928294,1506.30449801729,1989.30282024483,2123.84740565597,1930.26901686485,1960.40082435699,1275.03555752683,1665.87167743867,938.336596284467,1576.06619658496,876.46,894.756265555836,347.482339322772,888840158.190042,1173847808.17007,1253239877.12947,1139013141.47161,1156793318.43657,752372981.785429,982997559.423011,553693658.735538,930005141.280853,517181516.8,527977777.179188,205042378.787581,-285007649.980028,-364399718.93943,-250172983.281568,-267953160.246529,136467176.404613,-94157401.232969,335146499.454503,-41164983.0908115,371658641.390042,360862381.010854,683797779.40246,-0.320651184978403,-0.40997215931542,-0.28146003640407,-0.301463832138465,0.153533990501175,-0.105932883843483,0.377060483109772,-0.0463131449580725,0.418138894789425,0.405992435969234,0.769314677224854
"34","Egypt",100388000,2019,8288106,2017,2800,2018,2646568,2017,222873,2017,45032,2017,2914473,0.0825607243893692,0.351645237162749,1283.08846972255,1082.48332441652,2398.44709341952,1061.23078752116,1078.14130853371,847.851791021528,856.977723984088,613.762467708838,933.715566149011,1052.79,565.312555823953,306.727491223359,3739526701.61769,3154868421.9622,6990209295.69965,3092928476.99917,3142213733.90618,2471041152.93389,2497638438.15308,1788794140.55078,2721288807.22101,3068328029.67,1647588180.5099,893948991.528216,584658279.655488,-3250682594.08197,646598224.618517,597312967.711512,1268485548.6838,1241888263.46461,1950732561.06691,1018237894.39668,671198671.947689,2091938521.10778,2845577710.08947,0.156345528807849,-0.869276476265231,0.172909107545295,0.159729563490781,0.339210186180798,0.332097712506607,0.521652261561079,0.272290579969973,0.1794875997696,0.559412644440493,0.760945953095748
"35","El Salvador",6454000,2019,648643,2018,3820,2018,155759,2018,16769,2018,63,2018,172591,0.100502479082739,0.266080108780947,1367.85410804794,1599.53671871542,3233.21694167897,1528.79440567436,1448.00599720803,910.766112925506,961.263838708754,816.690386601942,1104.34052742798,1148.12,695.890133738653,244.06684125027,236079308.362102,276065641.819813,558024145.181315,263856155.269743,249912803.064131,157190034.195926,165905487.186583,140953410.514016,190599235.969322,198155178.92,120104374.072088,42123740.1982254,-39986333.4577104,-321944836.819212,-27776846.9076403,-13833494.7020287,78889274.1661764,70173821.1755199,95125897.8480868,45480072.3927808,37924129.4421025,115974934.290015,193955568.163877,-0.169376696903816,-1.36371475777711,-0.117658964270751,-0.0585968113766694,0.334164288744758,0.297246809397993,0.402940429248382,0.19264743152764,0.160641479785826,0.491254125974184,0.821569537413185
"36","Estonia",1317000,2019,65051,2018,21140,2018,28718.583,2018,14590.5,2018,2464.333,2018,45773.416,0.0493933181473045,0.703654302009193,1124.38303809274,1148.96265455532,1321.56667989323,1088.53922364654,1058.4751880733,790.694453666418,765.214315930307,753.532237319447,725.998638193837,472.82,567.33865992333,276.533204623282,51466852.5459627,52591945.5554251,60492621.4104917,49826158.7162901,48450025.1093572,36192786.1565657,35026473.2122333,34491744.5682338,33231437.68148,21642586.55312,25969028.4935531,12657869.4130346,-1125093.00946242,-9025768.86452902,1640693.8296726,3016827.43660551,15274066.389397,16440379.3337293,16975107.9777289,18235414.8644827,29824265.9928427,25497824.0524096,38808983.1329281,-0.0218605365163461,-0.175370523318257,0.0318786509862317,0.0586169017021454,0.296774829503251,0.319436268597292,0.329826036332205,0.354313776001699,0.579484940646176,0.495422253180115,0.754057829712232
"37","Ethiopia",112079000,2019,9341700,2014,790,2018,555335,2014,29697,2014,1983,2014,587015,0.0833492447291642,0.0628381343866748,717.857818971531,1012.72006769439,3559.21978785338,987.828173285757,1002.55869329584,831.970103882225,477.180680701135,692.037893589554,838.476806833959,1525.12,494.914544633949,236.011783103729,421393307.603573,594481870.537623,2089315403.76675,579869955.141339,588516991.345059,488378930.530424,280112217.281777,406236624.105472,492198462.763637,895268316.8,290522261.418298,138542456.858636,-173088562.93405,-1667922096.16318,-158476647.537766,-167123683.741486,-66985622.9268513,141281090.321796,15156683.4981009,-70805155.1600636,-473875009.196427,130871046.185275,282850850.744938,-0.410752994437404,-3.95811244760508,-0.376077751303191,-0.396597859353543,-0.158962237221547,0.335271319625955,0.0359680213819618,-0.168026292497919,-1.12454327262887,0.310567452837653,0.671227676475181
"38","Fiji",890000,2019,74034,2016,5860,2018,0,0,0,0,162,2005,162,0.0831842696629213,0.00218818380743982,1403.49428025434,1591.14543046548,2862.43592270651,1543.69363971942,1562.84588710074,922.639637354666,1240.93255084246,799.706459875621,1258.9828952431,908.14,725.556790352053,292.762470295341,227366.073401203,257765.559735408,463714.619478455,250078.369634547,253181.03371032,149467.621251456,201031.073236478,129552.446499851,203955.229029382,147118.68,117540.200037033,47427.5201878452,-30399.4863342042,-236348.546077251,-22712.2962333434,-25814.9603091162,77898.4521497476,26335.0001647254,97813.6269013527,23410.8443718218,80247.3934012034,109825.873364171,179938.553213358,-0.133702825049726,-1.03950665348474,-0.0998930750467153,-0.113539192206411,0.342612470648997,0.115826428150762,0.43020326400568,0.102965424971349,0.35294356893608,0.483035449050375,0.791404586100425
"39","Finland",5533000,2019,326291,2018,48280,2018,207313,2018,68582,2018,18621,2018,294516,0.0589718055304536,0.902617602079126,1450.80098986112,1349.84253506478,1295.4469786063,1278.90502274954,1265.18738950957,955.406879161119,797.393777532685,932.702694647704,853.279948858097,475.95,638.448373276952,282.75129238304,427284104.329938,397550224.057137,381529862.351212,376657991.680102,372617929.208802,281382612.423016,234845225.783816,274695866.816863,251304597.417891,140174890.2,188033261.104035,83274779.6274834,29733880.2728001,45754241.9787259,50626112.6498352,54666175.1211359,145901491.906921,192438878.546121,152588237.513074,175979506.912046,287109214.129938,239250843.225903,344009324.702454,0.0695880796207677,0.107081544843511,0.118483491748954,0.127938705341877,0.341462484628869,0.450376872427543,0.357111898071569,0.41185596451807,0.67193984335125,0.559933872571959,0.805106769047554
"40","France",67211000,2019,3872447,2018,41080,2018,1058491,2018,989085,2018,66096,2018,2113672,0.0576162681703888,0.54582335148809,1958.12790753484,1638.65255359348,1728.49150630618,1566.06386414142,1444.92731033207,968.141233241208,1223.93804755142,960.498559870946,1130.53618975818,605.57,746.663240897301,300.669782231461,4138840130.57497,3463574020.25904,3653464099.11721,3310145339.84752,3054102397.88422,2046333016.74741,2587003580.84411,2030178912.03954,2389582689.27856,1279976353.04,1578201185.71388,635517299.948737,675266110.315929,485376031.457768,828694790.727454,1084737732.69076,2092507113.82756,1551836549.73086,2108661218.53543,1749257441.29642,2858863777.53497,2560638944.86109,3503322830.62624,0.163153465466693,0.117273442835382,0.200223918920089,0.262087371937235,0.505578144555409,0.374944791480814,0.509481195699746,0.422644360765249,0.690740325149456,0.618685154312874,0.846450387089378
"41","Georgia",3721000,2019,236603,2019,4440,2018,111058,2019,33940,2019,3512,2019,148510,0.0635858640150497,0.627675895910026,1205.75760946959,1664.75353276753,2333.56221622132,1724.60018443187,1427.55487534203,1423.34255336605,608.585766890206,1184.79769293736,2083.69101592831,852.68,737.702555902297,274.177977595547,179067062.582329,247232547.151306,346557324.731028,256120373.389977,212006174.537045,211380602.600393,90381072.2408645,175954305.378127,309448952.775513,126631506.8,109556206.57705,40718171.4527147,-68165484.5689771,-167490262.148699,-77053310.8076476,-32939111.9547156,-32313540.0180634,88685990.3414647,3112757.20420229,-130381890.193184,52435555.7823293,69510856.0052792,138348891.129615,-0.380670144391501,-0.935349358688967,-0.430304209475827,-0.183948468689328,-0.180454962247491,0.495266907618422,0.0173831924158087,-0.72811765778108,0.292826358047958,0.388183371094951,0.772609374021569
"42","Germany",82806000,2019,4446701,2018,47090,2018,1872666,2018,1054512,2018,200400,2018,3127578,0.0537002270366882,0.70334794266581,1532.21755628525,1328.7645034515,1582.98579514802,1286.33184262495,1185.62123659573,909.197489708782,918.701979929861,893.372042798619,1031.7350795314,543.41,650.975801632205,312.078266385534,4792129920.25152,4155814628.17583,4950911547.21745,4023103171.69327,3708122895.90959,2843586066.46841,2873312100.98507,2794090746.87202,3226831936.57064,1699557160.98,2035977595.71725,976049120.225535,636315292.075693,-158781626.96593,769026748.558249,1084007024.34193,1948543853.78311,1918817819.26644,1998039173.3795,1565297983.68088,3092572759.27152,2756152324.53427,3816080800.02598,0.132783397500687,-0.033133831846862,0.160477024069891,0.226205683564822,0.406613319381966,0.400410224930991,0.416941778839466,0.326639304386539,0.645344097663613,0.575141402758465,0.796322483641198
"43","Ghana",30418000,2019,2879063,2019,2130,2018,289575,2019,29110,2019,2373,2019,321058,0.0946499769873101,0.111514753237425,578.995397438935,653.34603072157,3147.46096855606,640.46587001854,653.946832666047,564.218011429359,562.401386944161,417.972558582045,563.184905800358,1178.86,359.028996567272,211.870479490124,185891104.31095,209761969.931406,1010517523.64267,205626691.296412,209954862.202096,181146706.313487,180563464.489519,134193433.713234,180815019.486451,378482433.88,115269131.579895,68022712.4041401,-23870865.6204561,-824626419.331722,-19735586.9854626,-24063757.8911461,4744397.99746275,5327639.82143119,51697670.5977154,5076084.82449833,-192591329.56905,70621972.7310544,117868391.90681,-0.128413168069226,-4.4360725188459,-0.10616746325015,-0.129450830798731,0.0255224585116593,0.0286600041523201,0.278107286464004,0.0273067656643068,-1.03604381868049,0.379910448070293,0.634072256140052
"44","Greece",10696000,2019,536831,2018,19770,2018,659535,2018,78118,2018,29221,2018,766874,0.0501898840688108,1.42852033507752,1802.05410874415,1473.21742847413,1686.53110628463,1454.40831743717,1383.01839261753,1153.93011000148,1059.54489222932,1071.68400794169,1341.55365121541,614.54,691.630839613012,300.837545182452,1381948442.58906,1129772142.24367,1293356855.60092,1115347924.02631,1060600846.82017,884918999.177277,812537429.683465,821846601.906275,1028802614.72216,471274747.96,530393708.497389,230704491.624247,252176300.345392,88591586.988142,266600518.562751,321347595.768891,497029443.411788,569411012.9056,560101840.68279,353145827.866902,910673694.629065,851554734.091676,1151243950.96482,0.182478804978384,0.0641062895386797,0.192916400023779,0.232532260875703,0.359658456201599,0.412034917770749,0.40529865183208,0.255541970296147,0.658978053423562,0.616198627856404,0.833058539295413
"45","Guatemala",17581000,2019,1683281,2015,4400,2018,247096,2015,18537,2015,881,2015,266514,0.0957443262613048,0.158330070855668,892.71372696047,1225.70261469751,3049.16354261085,1176.12514102454,1003.50643755626,763.109761442144,643.880618530639,581.609573913143,878.660298986698,1217.54,576.748474142231,252.271403864591,237920706.227143,326666906.653492,812644772.395389,313453815.835014,267448514.698868,203379434.960992,171603199.167075,155007093.981887,234175270.924141,324491455.56,153711542.837543,67233860.9295677,-88746200.4263499,-574724066.168246,-75533109.6078711,-29527808.4717255,34541271.2661509,66317507.0600679,82913612.245255,3745435.30300167,-86570749.3328575,84209163.3896,170686845.297575,-0.373007468890177,-2.41561180311712,-0.317471777911418,-0.124107770777779,0.145179760996399,0.27873785393338,0.348492628321713,0.0157423679611387,-0.363863871731317,0.353937934721855,0.717410636527871
"46","Honduras",9746000,2019,1020126,2018,2350,2018,238509,2018,18076,2018,492,2017,257077,0.104671249743485,0.252005144462547,1459.19964203379,1978.65730727061,3627.03486011057,1912.05587145881,1774.77596322359,1149.95979160939,1143.33802246412,737.753194981326,1512.44725658802,1200.94,815.868559811071,234.474186081301,375126666.375121,508667284.581207,932427240.732644,491545587.267017,456254080.297632,295628213.347568,293925908.80101,189659378.106214,388815403.381878,308734052.38,209741041.750551,60277920.3352226,-133540618.206087,-557300574.357524,-116418920.891897,-81127413.9225113,79498453.0275523,81200757.5741111,185467288.268906,-13688737.0067576,66392613.9951206,165385624.62457,314848746.039898,-0.355988070633582,-1.48563305227742,-0.310345628096403,-0.216266720535898,0.211924291588631,0.216462237565675,0.494412434234793,-0.036490972873331,0.176987188452044,0.440879413406422,0.839313155426424
"47","Hong Kong",7508000,2019,367892,2019,50300,2018,162103,2019,52640.014,2019,10697.001,2019,225440.015,0.049,0.612788576538767,2759.36886744541,2426.27027292818,2347.46544109739,2243.89142056995,1547.64966764229,960.187580957614,2217.86345212139,938.235188767038,1149.61830642058,700.33,1021.98231579113,319.838337222607,622072158.867426,546978406.722983,529212644.252978,505862915.511661,348902164.288022,216464702.653898,499995169.914198,211515755.029169,259169968.24373,157882405.70495,230395708.601687,72104359.5410397,75093752.1444429,92859514.6144477,116209243.355765,273169994.579404,405607456.213528,122076988.953228,410556403.838257,362902190.623696,464189753.162476,391676450.265738,549967799.326386,0.120715500724485,0.149274506648091,0.186809908945839,0.439129111768561,0.652026377377177,0.196242489256371,0.659981961876795,0.583376358273955,0.746199209441557,0.629631859716794,0.884090039212949
"48","Hungary",9732000,2019,563247,2018,14780,2018,183509,2018,79929,2018,7676,2018,271114,0.0578757706535142,0.481341223299902,1047.89042477829,1124.20971560878,1560.30523018989,1095.45775930788,1032.83964207892,760.934139246268,821.15517485556,709.562492568748,922.946021502501,528.59,563.171761013378,282.652783715677,284097764.623341,304788992.837559,423020592.177702,296993934.956998,280017286.722583,206299898.227613,222626664.07579,192372325.610283,250223587.673629,143308149.26,152683748.815381,76631126.804292,-20691228.2142175,-138922827.554361,-12896170.3336561,4080477.90075839,77797866.3957289,61471100.5475511,91725439.013058,33874176.9497124,140789615.363341,131414015.80796,207466637.819049,-0.0728313657858241,-0.488996552783672,-0.045393424164227,0.0143629356118599,0.273841881504678,0.216373052526653,0.322865754099361,0.119234225565354,0.495567487304946,0.462566173240363,0.730264942753457
"49","Iceland",356000,2019,24397,2018,67960,2018,12189,2018,4421,2018,637,2018,17247,0.0685308988764045,0.706931180063122,2224.00450391901,1999.3356187362,1819.89200314317,1838.89934191288,1820.29474886915,1201.09395788313,1439.81762510194,1132.44165098079,876.281680972943,653.84,842.812028611871,264.550233549704,38357405.6790912,34482541.4163433,31387677.3782103,31715496.9499715,31394623.5337462,20715267.4916104,24832534.5801332,19531221.1544656,15113230.1517404,11276778.48,14535979.0574689,4562697.87803174,3874864.2627479,6969728.30088091,6641908.72911975,6962782.14534504,17642138.1874808,13524871.098958,18826184.5246256,23244175.5273509,27080627.1990912,23821426.6216223,33794707.8010595,0.10101997760657,0.181704893161743,0.173158445195377,0.181523802824352,0.459940860836102,0.352601299788387,0.490809641354025,0.60598925072822,0.706007789621001,0.62103852437047,0.88104779775242
"50","India",1366418000,2019,123012080,2019,2020,2018,30550057,2019,4425011,2019,173050,2019,35148118,0.0900252192228147,0.285728995071053,786.964292722718,1287.42877059308,2899.56770257641,1286.15568443888,1277.994970135,1205.26352188787,497.382592355688,769.553749928039,1278.51716751367,1246.99,642.69228281979,320.324038933144,27660313822.4046,45250698345.4005,101914347759.145,45205951763.0285,44919118013.7114,42362744488.4105,17482062047.2636,27048366009.8132,44937472268.7961,43829351664.82,22589424194.2393,11258787118.6588,-17590384522.9959,-74254033936.74,-17545637940.6238,-17258804191.3068,-14702430666.0059,10178251775.141,611947812.591423,-17277158446.3915,-16169037842.4154,5070889628.16529,16401526703.7459,-0.635943056754035,-2.68449716129377,-0.634325338941455,-0.623955472888645,-0.53153520818325,0.367973112687416,0.0221236756936485,-0.624619032065974,-0.584557281100642,0.183327263049992,0.592962422952005
"51","Indonesia",270626000,2019,22134366,2018,3840,2018,6659889,2018,355463,2018,43126,2018,7058478,0.0817895028563405,0.318892260117141,703.659563213826,898.505692671901,2636.54401125142,903.635593618072,908.721512415098,787.775055680761,825.36656166961,660.107059962963,934.414999295094,1139.07,507.738995257393,312.355646550138,4966765546.4344,6342082664.59937,18609987899.4499,6378291957.5701,6414190803.5087,5560492899.47142,5825831717.48058,4659351160.39326,6595547715.39444,8040100535.46,3583864527.76641,2204755459.34993,-1375317118.16497,-13643222353.0155,-1411526411.1357,-1447425257.0743,-593727353.037022,-859066171.046181,307414386.041147,-1628782168.96004,-3073334989.0256,1382901018.66799,2762010087.08447,-0.276903974086778,-2.74690283353717,-0.284194290618171,-0.291422102280103,-0.119540040190392,-0.172962899700973,0.0618942817346869,-0.327936189806528,-0.618779960578553,0.278430903520454,0.55609834232407
"52","Iran (Islamic Republic of)",82914000,2019,5759512,2018,5470,2017,2076361,2018,744234,2018,141078,2018,2961673,0.0694636852642497,0.514222906385124,852.619659030855,814.647545310651,1893.33346265733,821.354910688704,814.647545310651,691.242014714754,614.510256650552,565.357557837103,861.599102957024,885.97,474.239010917007,304.034743720185,2525180623.42089,2412719639.46283,5607434596.34873,2432584662.40415,2412719639.46283,2047232811.44629,1819978435.34501,1674404214.39209,2551774800.05204,2623953427.81,1404540874.1796,900451491.537992,112460983.958059,-3082253972.92784,92595961.0167437,112460983.958059,477947811.974601,705202188.07588,850776409.028804,-26594176.6311498,-98772804.3891106,1120639749.24128,1624729131.8829,0.0445358177213109,-1.22060732778484,0.0366690446449343,0.0445358177213109,0.189272722727897,0.279268018111328,0.336917051056826,-0.0105315938133259,-0.0391151442684928,0.443785976673281,0.643411056149267
"53","Ireland",4893000,2019,299162,2018,61390,2018,168877,2018,33935,2018,8517,2018,211329,0.0611408134069078,0.706403219660251,2347.52766191795,2014.54392296064,2112.1661795976,1908.73687213854,1805.08683025737,1090.47545019163,1508.989469842,1086.92161846542,1273.89456720593,679.3,836.96921352576,248.178536160356,496100673.265459,425731552.695349,446361966.568181,403371454.452165,381467194.75146,230449086.413548,318893235.67224,229698058.70868,269210864.993062,143555789.7,176875866.925185,52447321.8682318,70369120.5701102,49738706.6972776,92729218.8132939,114633478.513999,265651586.851911,177207437.593219,266402614.556779,226889808.272397,352544883.565459,319224806.340274,443653351.397227,0.141844436748943,0.100259300939636,0.186916131766012,0.231068983961366,0.535479190349261,0.357200558561623,0.536993051840165,0.457346301868432,0.710631737798137,0.64346779503252,0.894280889556125
